Student Name, Student Number,Semester:1 Period:1, Room,Semester:1 Period:2, Room,Semester:1 Period:3, Room,Semester:1 Period:4, Room,Semester:2 Period:1, Room,Semester:2 Period:2, Room,Semester:2 Period:3, Room,Semester:2 Period:4, Room,
"Cortney,Michele",416477038,ENG3U1,PB3,FSF2D1,2028,MHF4U6,PB3,SCH3U6,1044,TEJ3M1,1037,MCV4UE,PB3,FSF3U1,PB6,TEJ3M1,2002A,
"Cherish,Darline",433946210,FSF1D1,1033,CGC1D1,2010,SNC1D1,1050,BTT1O1,2024,MTH1W1,2010A,PPL1O8,1024B,AVI1O1,2004,ENG1D1,2035,
"Carie,Corella",403414990,FSF3U1,PB6,SBI4UE,1031,SPH3U1,1044,SCH3U6,1044,MDM4U1,2025,MDM4U1,2025,ENG3U1,2009,MCR3U6,2025,
"Cybill,Mellicent",461630539,MHF4U1,PB5,SCH4U1,2023,SPH4U1,2044,SPARE,Cafeteria,HFA4U1,1014,SPARE,Cafeteria,ENG4U1,2006,MCV4U1,PB3,
"Tiffanie,Zorah",481360761,AVI2O1,2004,HFN2O1,2024A,CHC2D1,2036,CIVCAR,PB11,ENG2D1,1059A,AWC2O1,2004,MPM2D1,2007,SNC2D1,1036,
"Siana,Sukey",485239591,EMPTY,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,
"Hildagarde,Tomi",444468658,SBI3U1,1031,ICS2O1,PB9,SCH3U1,1044,ENG3U1,2009,SPH3U1,2018,ENG3U1,2008,MCR3U1,PB6,AVI2O1,2004,
"Eran,Adore",434290220,TIJ1O1,2002A,ENG1D1,2035,CGC1D1,2010,BTT1O1,2024,FSF1D1,1033,SNC1D1,1050,MTH1W1,1036,PPL1O9,1024A,
"Eba,Sofia",431439460,ENG2D1,1059A,ICS2O1,2038,BBI2O1,PB10,CIVCAR,PB11,CHC2D1,2036,AWC2O1,2004,SNC2D1,1035,MPM2D1,2007,
"Mandi,Idell",404697034,PAI1O1,2028,MTH1W1,2010A,HIF1O1,2027,SNC1D1,1050,ENG1D1,2035,CGC1D1,2009,GLE1O1,1063,FSF1P1,2024A,
"Sibeal,Ceciley",417845048,BAF3M1,2024,SPH3U1,2036,IDC4UE,PB8,CIA4UE,PB4,SBI3U6,1031,SCH3U6,2011,MDM4UE,1061,ENG3U1,2008,
"Claribel,Dix",407125924,HFA4U1,1014,SPARE,Cafeteria,SPARE,Cafeteria,HZT4U1,1062,MCV4U1,PB6,BBB4M1,2027,CPW4U1,PB5,SPARE,Cafeteria,
"Melonie,Amity",444743011,FSF1O1,1060,SNC1D1,2023,AVI1O1,2004,CGC1D1,2010,PAI1O1,2028,MTH1W1,PB1,ENG1D1,2035,MPM2D2,PB5,
"Marybelle,Manya",418959132,FSF1D1,1033,SNC1D1,2023,CGC1D1,2010,AVI1O1,2004,MTH1W1,PB1,BTT1O1,1033,PPL1O8,1012,ENG1D1,2035,
"Kaila,Elfreda",476421007,SBI3U1,1031,SPH3U1,2036,MCR3U1,PB2,ENG3U1,2009,SCH3U1,2023,MCF3M1,PB5,CLU3M1,1059,HPW3C1,PB2,
"Stormi,Rosabel",439143878,EMPTY,Cafeteria,MBF3C1,1060,EMPTY,Cafeteria,AWL3M1,2005,SPARE,Cafeteria,SBI3C1,1031,EMPTY,Cafeteria,DCO3OC,1059,
"Lauren,Brandise",415682345,ENG4U1,2010A,SPARE,Cafeteria,MHF4U1,PB3,PSK4U1,1061,SPH4U1,2044,IDC4UE,PB8,SCH4U1,2023,PPL4O9,1024B,
"Halley,Janeta",431570507,CLU3M1,1059,COP3X9,2001,SBI3U6,1031,AWL3M1,2005,HSP3U1,2024A,ENG3UE,1063,MCR3U6,2025,SPARE,Cafeteria,
"Melania,Laurette",468597782,BAF3M1,2024,MCR3U1,PB10,SPH3U1,1044,ICS3U1,2038,ENG3U1,2008,SBI3U1,1055,AMI3M1,1069,ENG3U1,2009,
"Melissa,Celestyna",444251523,TIJ1O1,2002A,MTH1W1,2010A,SNC1D1,1050,PPL1O9,1024A,ENG1D1,2035,FSF1P1,2024A,GLE1O1,1063,FSF1P1,2024A,
"Kay,Ingeberg",466648107,ENG4C1,PB3,BOH4M1,PB9,SPARE,Cafeteria,EMPTY,Cafeteria,HHG4M1,1062,SPARE,Cafeteria,SPARE,Cafeteria,HPW3C1,PB2,
"Grier,Giovanna",442666399,HFA4U1,1014,ENG4U1,2006,ICS4U1,2038,MHF4U1,PB3,SPARE,Cafeteria,SPH4U1,2044,HFA4U1,1014,MCV4U1,PB3,
"Marlyn,Starr",480355494,HSP3U1,2024A,ENG3U1,2009,MHF4U6,PB3,SCH3U1,1050,SPH3U1,2018,MCV4UE,PB3,BAF3M1,2024,ICS4U1,2038,
"Susette,Shalne",494044538,SPH3U1,1050,MDM4U1,2025,CIE3M1,PB6,SPH3U1,2044,TEJ3M1,1037,BAF3M1,2024,SPH3U1,2018,ENG3U1,2008,
"Miriam,Elsey",455988000,CLN4U1,PB9,ENG4U1,2006,HHG4M1,1062,IDC4U1,PB8,BOH4M1,PB9,MCV4U1,PB4,PAF4O9,1013,SPARE,Cafeteria,
"Audra,Pammy",493090156,MHF4U1,PB4,IDC3O1,PB6,SBI3U6,1031,AWL3M1,2005,AVI3M1,2005,ENG3UE,1063,EMPTY,Cafeteria,TDJ3M1,1037,
"Stella,Janith",469091303,MHF4U1,PB4,SCH4U1,2023,SPH4U1,2044,ICS3U1,2038,MCV4U1,PB6,MCV4U1,PB3,ENG4U1,2010A,ICS4U1,2038,
"Billie,Bridgette",473818158,PPL1O9,1024A,BTT1O1,2024,FSF1P1,2024A,AVI1O1,2004,ENG1D1,2035,MTH1W1,2010A,SNC1D1,2011,CGC1P1,1061,
"Dierdre,Adel",483800258,MCR3U6,2025,BBI2O7,1065,SBI3U6,1031,CHC2D1,2037,IDC3OE,1065,ENG2D1,1034,MPM2D1,2007,SNC2D1,1036,
"Angil,Fifine",442171982,CIVCAR,PB11,ENG2D1,1034,SNC2D1,1036,FSF2D1,2028,IDC3OE,1065,CHC2D1,2036,MPM2D1,2007,BBI2O7,1065,
"Babbette,Ursuline",489940260,PPL1O9,1024A,FSF1P1,2026,TIJ1O1,2002A,SNC1D1,1050,SNC1D1,1050,MTH1W1,PB1,ENG1D1,2035,CGC1P1,1061,
"Deidre,Kaylee",434434557,MPM2D1,2008,HFN2O1,2024A,ENG2D1,1034,PAF2O9,1013,CHC2D1,2036,CIVCAR,PB11,BBI2O1,PB10,SNC2D1,1035,
"Tatum,Marta",488912185,ENG4U1,2006,MHF4U1,PB2,SCH4U1,2023,SBI4U1,2011,ADA4M1,1070,SPH4U1,2044,FSF4U1,1060,MCV4U1,PB3,
"Minette,Wilona",482301090,ENG2D1,1034,CIVCAR,PB11,HFN2O1,1014,SNC2D1,1035,MPM2D1,2007,BBI2O1,PB10,SNC2D1,1035,PAF2O9,1013,
"Sonya,Saidee",494712161,BAF3M1,2024,SCH3U1,1055,MCR3U1,PB2,TEJ3M1,1037,HSP3U1,2024A,ICS3U1,2038,ENG3U1,2009,SPH3U1,2023,
"Amaleta,Gigi",499271133,ENG4UE,2034,BBB4M1,2027,SCH4U1,1044,SPARE,Cafeteria,HFA4U1,1014,SPARE,Cafeteria,SPH4U1,2044,ICS4UE,2038A,
"Cecily,Blanch",453595947,SPARE,Cafeteria,SPARE,Cafeteria,HHG4M1,1062,EWC4U1,2034,ADA4M1,1070,IDC4UE,PB8,HSB4U1,PB9,ENG4U1,2006,
"Brigitte,Tami",425652596,MDM4UE,1061,SCH4UE,1044,SBI4U1,1055,CIA4UE,PB4,PSK4U1,1061,SPARE,Cafeteria,ENG4UE,2034,ICS4U1,2038,
"Ami,Jamima",497472907,SCH4U1,2023,ENG4U1,2007,SPARE,Cafeteria,SPARE,Cafeteria,BOH4M1,PB9,BBB4M1,2027,IDC4U1,PB8,EMPTY,Cafeteria,
"Raychel,Deerdre",453313323,PPL4O9,1024B,BBB4M1,2027,HHG4M1,1062,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,CPW4U1,PB5,SPARE,Cafeteria,
"Doreen,Shawn",400809938,SPARE,Cafeteria,COP3X#,2001,SCH3U1,1044,HSP3U1,2024A,MCR3U1,2037,SBI3U1,1055,SPH3U1,2018,ENG3U1,2008,
"Danita,Annemarie",496924121,TIJ1O1,2002A,CGC1D1,2010,SNC1D1,1050,AVI1O1,2004,MTH1W1,PB1,PPL1O8,1024B,FSF1D1,1033,ENG1D1,2035,
"Vivien,Rodina",499414403,ICS4UE,2038A,ENG3U1,2009,TDJ3M1,1037,SCH3U6,1044,SPH3U1,2018,BMI3C1,1061,MCR3U6,2025,TEJ3M1,2002A,
"Lyndy,Almeda",405950588,SNC1D1,1050,CGC1D1,2010,PPL1O8,1024B,AMI1O4,1069,MTH1W1,1036,PPL1O8,1024B,AVI1O1,2004,ENG1D1,2035,
"Kelci,Chere",411406538,MTH1W1,1036,SNC1D1,2023,FSF1P1,2024A,BTT1O1,2024,CGC1D1,2009,PPL1O8,1024B,ENG1D1,2035,AMI1O1,1069,
"Nanete,Karalee",489616766,TIJ1O1,2002A,ENG1DG,1059,FSF1DG,1059,BTT1O1,2024,SNC1DG,2011,MTH1WG,2026,CGC1DG,2026,PPL1O9,1024A,
"Lucille,Vitoria",468628411,ENG1DG,2027,PPL1O8,1024A,FSF1DG,1059,CGC1DG,2026,SNC1DG,2011,TIJ1O1,2002A,AVI1O1,2004,MTH1WG,2026,
"Danella,Lorelle",457429790,MCR3U1,2037,BMI3C1,1061,CIE3M1,PB6,ENG3U1,2008,CLU3M1,1059,CGG3O1,PB6,BBB4M1,2027,EMPTY,Cafeteria,
"Anni,Jenna",403263574,AWQ4M1,2005,SPARE,Cafeteria,HSB4U1,PB9,EWC4U1,2034,ENG4U1,2006,AWC4M1,2005,AVI4M1,2005,SPARE,Cafeteria,
"Berthe,Leilah",460571436,MPM2D1,2008,HFN2O1,2024A,SNC2D1,1036,CIVCAR,PB11,ENG2D1,1059A,ADB2O1,1070,CHC2D1,2037,PAI2O1,PB6,
"Jacquelin,Peria",432931246,SNC1P1,1044,GLE1O1,1063,HIF1O1,2027,ENG1P1,PB2,PAI1O1,2028,FSF1O1,1060,EMPTY,Cafeteria,CGC1P1,1061,
"Jerry,Teddie",451146369,TIJ1O1,2002A,FSF1D1,1033,AMI1O1,1069,CGC1D2,PB6,MTH1W1,1036,PPL1O8,1024B,ENG1D1,2035,SNC1D2,1044,
"Riannon,Arabele",478860518,HFA4U1,1014,SCH4U1,2023,HHG4M1,1062,HZT4U1,1062,PSK4U1,1061,SBI4U1,1055,ENG4U1,2006,MCV4U1,PB3,
"Rosalinde,Christi",443118104,ENG1D1,2035,FSF1D1,1033,PPL1O8,1024B,SNC1D1,1050,MTH1W1,1036,EMPTY,Cafeteria,CHC2D1,2037,CGC1D1,2010,
"Alyson,Lorelei",417210540,FSF1O1,1060,ESLCO1,PB4,AVI1O1,2004,MTH1W1,2010A,ESLDO1,2034,PPL1O8,1024B,EMPTY,Cafeteria,MTH1W1,2010A,
"Gabbey,Jacquelyn",495683064,MTH1WG,2026,BTT1O1,2024,SNC1DG,2011,FSF1DG,1059,ENG1DG,2027,ICS2OG,2038A,CGC1DG,2026,AMI1O1,1069,
"Lauralee,Alfie",422252894,FSF1D1,1033,TIJ1O1,2002A,AMI1O1,1069,SNC1D1,1050,MTH1W1,1036,PPL1O8,1024B,ENG1D1,2035,CGC1D1,2010,
"Catlin,Nance",449622708,TEJ3M1,1037,SPH3U1,2036,ENG3U1,2009,ICS3U1,2038,MCR3U1,2037,SCH3U1,2023,AMI3M1,1069,TDJ3M1,1037,
"Hildy,Herminia",486036611,FSF3U1,PB6,MHF4U1,PB5,BAF3M1,2024,SPH3U1,1059,AVI3M1,2005,ENG3UE,1063,SPH4U1,2044,TDJ3M1,1037,
"Amii,Jacquelin",413520088,FSF1D1,1033,ENG1D1,2035,CGC1D1,2010,SNC1D1,1050,AVI1O1,2004,PPL1O8,1024B,MTH1W1,1036,HIF1O1,2027,
"Zilvia,Caresa",464241450,SNC1DG,2011,ENG1DG,1059,CGC1DG,2026,FSF1DG,1059,PAI1O1,2028,ICS2OG,2038A,TEJ2O1,1037,MTH1WG,2026,
"Ambur,Kylie",426439148,TEJ3M1,1037,BMI3C1,1061,MCR3U1,PB2,IDC3OE,1065,CLU3M1,1059,ENG3U1,2008,AMI3M1,1069,ICS4UE,2038A,
"Minetta,Ruthy",448369214,SCH4U1,2023,MDM4U1,2025,CIA4U1,PB4,SPARE,Cafeteria,SPARE,Cafeteria,MCV4U1,PB4,SBI4U1,1055,ENG4U1,2006,
"Dori,Wendi",401735547,ENG1DG,2027,BTT1O1,2024,AVI1O1,2004,FSF1DG,1059,SNC1DG,2011,PPL1O8,1024B,CGC1DG,2026,MTH1W1,2010A,
"Kiley,Ginevra",465908555,EMPTY,Cafeteria,BMI3C1,1061,TDJ3M1,1037,CIA4UE,PB4,SPARE,Cafeteria,DCO3OC,2028,ENG3U1,2009,MCR3U1,2037,
"Serene,Catharine",467247958,ENG4UE,2034,SCH4UE,1044,MHF4U1,PB5,SBI4U1,2011,MDM4U1,2025,SPARE,Cafeteria,MCV4U1,PB4,SPH4U1,2044,
"Ainsley,Evanne",408047810,SPH4U1,2044,MHF4U1,PB3,TDJ3M1,1037,SPARE,Cafeteria,SCH3U1,1044,MCV4U1,PB4,SCH4U1,2023,ENG4U1,2006,
"Leta,Dominga",481563687,SPH4U1,2044,SCH4U1,2023,FSF4U1,1060,ENG4U1,2006,SPARE,Cafeteria,MCV4U1,PB4,PAF4O9,1013,ICS4U1,2038,
"Allyson,Pam",413605940,MHF4U1,PB4,BOH4M1,PB9,MHF4U1,PB3,IDC4U1,PB8,SPARE,Cafeteria,BBB4M1,2027,BBB4M1,2027,MCV4U1,PB3,
"Alma,Kimberlyn",403353758,CLN4U1,PB9,SPARE,Cafeteria,CIA4U1,PB4,HZT4U1,1062,HHG4M1,1062,IDC4UE,PB8,HSB4U1,PB9,SPARE,Cafeteria,
"Cammy,Elisabeth",448266799,PAI1O1,2028,CGC1D1,2010,AMI1O1,1069,BTT1O1,2024,MTH1W1,1036,ENG1D1,2035,SNC1D1,2011,FSF1D1,1033,
"Cinda,Meridith",463446790,ENG1D1,2035,PPL1O8,1024A,AMI1O1,1069,SNC1D1,1050,FSF1D2,PB2,BTT1O1,1033,CGC1D1,2010,MTH1W1,2010A,
"Matelda,Josi",487298448,CHC2D1,2036,FSF2D1,2028,BBI2O1,PB10,SNC2D1,1035,CIVCAR,2010,ENG2D1,1034,MPM2D1,2007,AVI2O1,2004,
"Devina,Brita",440566492,SBI4U1,1055,SCH4U1,2023,HSB4U1,PB9,TGV3M1,1032,SBI4U1,1055,EMPTY,Cafeteria,HFA4U1,1014,SPARE,Cafeteria,
"Dari,Tori",490456472,SPH4U1,2044,SBI4UE,1031,MHF4U6,PB3,CIA4UE,PB4,SPARE,Cafeteria,MCV4UE,PB3,ENG4U1,2010A,EMPTY,Cafeteria,
"Mildrid,Alane",406450334,MPM2D1,2008,CIVCAR,PB11,MCR3U1,PB2,ENG2D1,1034,BBI2O1,PB10,ADB2O1,1070,CHC2D1,2036,SNC2D1,1036,
"Betsey,Phylys",464958237,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,
"Eda,Kalina",410329304,FSF1O1,1060,ENG1D1,2035,AMI1O1,1069,HIF1O1,2027,SNC1D1,1050,PPL1O8,1024B,CGC1D1,2010,MTH1W1,2010A,
"Janetta,Alicia",405479557,SNC2D1,1035,CIVCAR,PB11,MPM2D1,2007,FSF2D1,2028,ICS3U6,2038A,AMI2O1,1069,ENG2D1,1034,AVI2O1,2004,
"Harmonie,Ansley",466551679,BAF3M1,2024,ICS3U6,2038A,SBI3U6,1031,ENG3UE,1063,TEJ3M1,1037,SCH3U6,2011,SPARE,Cafeteria,SPH3U1,2023,
"Emilee,Manya",453002163,CLN4U1,PB9,BBB4M1,2027,FSF4U1,1060,ADB4M1,1070,ADA4M1,1070,SPARE,Cafeteria,ENG4UE,2034,SPARE,Cafeteria,
"Phedra,Scarlett",499070216,SNC1D7,1065,ESLCO1,PB4,ESLDO1,2034,AVI1O1,2004,CGC1D1,2009,EMPTY,Cafeteria,MTH1W7,1065,PPL1O9,1024A,
"Margalo,Noel",484693086,SNC1D1,1050,FSF1D1,1033,MTH1W1,2010A,ENG1D1,2035,CGC1D1,2009,BTT1O1,1033,GLE1O1,1063,PAI1O1,2028,
"Gilberta,Alika",499955059,SNC1D7,1065,PPL1O9,1024A,MTH1W7,1065,PPL1O9,1024A,ENG1D1,PB11,BTT1O1,1033,AVI1O1,2004,FSF1D1,1033,
"Nessy,Emogene",450515487,FSF3U1,PB6,SCH4UE,1044,SBI3U6,1031,ENG3U1,2009,SPH3U1,2018,DCO3OC,2028,MCR3U1,PB6,SPARE,Cafeteria,
"Margeaux,Adela",413544559,SBI4U1,1055,ENG4U1,2006,HSB4U1,PB9,CHY4U1,PB5,SPARE,Cafeteria,IDC4UE,PB8,HFA4U1,1014,EMPTY,Cafeteria,
"Gertrude,Dedra",488875497,SNC1DG,2011,BTT1O1,2024,FSF1DG,1059,CGC1DG,2026,ENG1DG,2027,MTH1WG,2026,AVI1O1,2004,PPL1O9,1024A,
"Gianna,Ebba",444461745,AWQ4M1,2005,MBF3C1,1060,EMPTY,Cafeteria,AWL3M1,2005,PAF3O9,1013,SBI3C1,1031,EMPTY,Cafeteria,ADA3M1,1070,
"Moina,Edythe",483087366,MHF4U1,PB2,SPARE,Cafeteria,HHG4M1,1062,ENG4U1,2006,SCH4U1,1044,MCV4U1,PB4,SPH4U1,2044,ICS4U1,2038,
"Jermaine,Stafani",475583639,ICS2O1,2038,SNC2D1,1035,TGJ2O1,1032,MPM2D1,2007,ENG2D1,1034,CIVCAR,PB11,CHC2D1,2036,AWJ2O1,2005,
"Melisande,Theodosia",433803530,AVI2O1,2004,SNC2D1,1035,SNC2D1,1036,ENG2D1,1059A,CHC2D1,2036,CIVCAR,PB11,MPM2D1,2007,ESLEO1,1063,
"Nora,Jobey",492008832,AMI2O1,1069,CIVCAR,PB11,SNC2P1,1044,CHC2P1,PB9,ICS2O1,2038,ENG2D1,1034,FSF2D1,2028,MFM2P1,PB8,
"Marijo,Darby",416915458,SPH3U1,1050,PAF3O9,1013,DCO3OC,2028,SPH3U1,1059,ENG3U1,2008,MCR3U1,2037,SBI3U1,1031,SCH3U1,1055,
"Vanya,Janeen",475264177,AVI2O1,2004,FSF2D1,2028,BBI2O1,PB10,ENG2D1,1034,CHC2D1,2036,TEJ2O1,1037,SNC2D1,1035,MPM2D1,2007,
"Valerie,Kimmy",486061075,CGC1D1,2009,ENG1D1,2035,FSF1D1,1033,SNC1D1,1050,MTH1W1,2010A,TEJ2O1,1037,PPL1O8,1012,AWJ2O1,2005,
"Anica,Lucretia",431464792,ENG4C1,PB3,MBF3C1,1060,SPARE,Cafeteria,SBI3U1,1031,BOH4M1,PB9,MCF3M1,PB5,IDC4U1,PB8,PPL4O9,1024B,
"Elga,Ashla",430895455,TIJ1O1,2002A,ENG1D1,2035,CGC1D1,2010,FSF1D1,1033,BTT1O1,2024,MTH1W1,PB1,SNC1D1,2011,PPL1O9,1024A,
"Helga,Karrie",425169318,MCR3U1,2037,ENG3U1,2009,BAF3M1,2024,SCH3U1,1050,SPH4U1,2044,ICS3U1,2038,FSF3U1,PB6,TEJ3M1,2002A,
"Jesselyn,Jackqueline",475411620,ICS4UE,2038A,SCH4UE,1044,MCR3U6,2025,SPH3U1,2044,TEJ3M1,1037,BAF3M1,2024,FSF3U1,PB6,DCO3OC,1059,
"Robinet,Merilee",486028300,ENG4UE,2034,COP3X9,2001,CIA4U1,PB4,ENG3U1,2008,SBI3U6,1031,SBI4U1,1055,SPH4U1,2044,SPARE,Cafeteria,
"Cathy,Carmelle",429810026,MDM4UE,1061,EMPTY,Cafeteria,ICS3U1,2038A,ENG3UE,1063,CLU3M1,1059,BAF3M1,2024,IDC4U1,PB8,MCR3U6,2025,
"Chandra,Gladi",450236963,ENG2D1,1059A,AVI2O1,2004,CHC2D1,2036,PPL2O9,1024B,MPM2D1,2007,SNC2D1,1035,FSF2D1,2028,CIVCAR,PB11,
"Ashia,Didi",444588682,ICS2O1,2038,AWC2O1,2005,SNC2D1,1035,MPM2D1,2007,ENG2D1,1059A,CHC2D1,2036,BBI2O1,PB10,HFN2O1,1014,
"Philippine,Gilberte",447668823,MTH1WG,2026,TIJ1O1,2002A,AMI1O1,1069,PPL1O9,1024A,ENG1DG,2027,FSF1DG,1059,CGC1DG,2026,HIF1O1,2027,
"Jemmy,Gabey",453448696,SPARE,Cafeteria,MDM4U1,2025,HHG4M1,1062,IDC4U1,PB8,BOH4M1,PB9,BBB4M1,2027,TGV4M1,1032,ENG4U1,2006,
"Avrit,Elnora",416842201,ENG4U1,2010A,MHF4U1,PB5,SBI4U1,1055,SPARE,Cafeteria,SCH4U1,1044,IDC4UE,PB8,FSF4U1,1060,MCV4U1,PB3,
"Larisa,Emyle",426856563,MPM2D1,2008,FSF2D1,2028,MPM2D1,2007,ENG2D1,1034,BBI2O1,PB10,CHC2D1,2036,SNC2D1,1035,TGJ2O1,1032,
"Kore,Ashia",481592754,PPL1O9,1024A,FSF1D1,1033,AMI1O1,1069,AVI1O1,2004,MTH1W1,2010A,SNC1D1,1050,ENG1D1,2035,CGC1D1,2010,
"Daisi,Drusy",408858968,CIVCAR,PB11,SNC2D1,1035,EMPTY,Cafeteria,ENG2D1,1059A,CGC1D1,2009,CHC2D1,2036,MPM2D1,2008,TGJ2O1,1032,
"Kara,Adriena",426582117,ENG1DG,2027,PPL1O9,1024A,AMI1O1,1069,FSF1DG,1059,SNC1DG,2011,ICS2OG,2038A,CGC1DG,2026,PPL1O9,1024A,
"Kaitlin,Rochella",490865739,ENG3U1,PB3,IDC3O1,PB6,AWC3O1,2005,SPARE,Cafeteria,CLU3M1,1059,BMI3C1,1061,MCR3U1,PB6,DCO3OC,1059,
"Truda,Jsandye",455459372,MPM2D1,2007,HFN2O1,1014,ENG2D1,1034,SNC2D1,1035,CIVCAR,2010,AWC2O1,2004,CHC2D1,2036,PAI2O1,PB6,
"Joelie,Melina",432419020,TIJ1O1,2002A,ENG1D1,2035,FSF1P1,2024A,PPL1O9,1024A,BTT1O1,2024,MTH1W1,2010A,SNC1D1,2011,CGC1P1,1061,
"Ingunna,Jennilee",488535061,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,
"Teri,Atlanta",457695820,SPARE,Cafeteria,ESLCO1,PB4,SPARE,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,CIVCAR,PB11,PPL3O9,1024B,MBF3C1,1060,
"Meridel,Marjy",492557392,FSF1D1,1033,TIJ1O1,2002A,AMI1O1,1069,MTH1W1,2010A,ENG1D1,2035,SNC1D1,1050,CGC1D1,2010,PPL1O9,1024A,
"Julianne,Jesse",431243448,HSP3U1,2024A,IDC3O1,PB6,ENG3U1,2009,HSP3U1,2024A,CLU3M1,1059,CGG3O1,PB6,SBI3U1,1031,SCH3U1,1055,
"Annabella,Aridatha",487392259,MTH1W1,1036,FSF1P1,2026,CGC1D1,2010,ENG1D1,2035,PAI1O1,2028,TIJ1O1,2002A,SNC1D1,2011,BTT1O1,2024,
"Sallee,Joycelin",477197665,MPM2D1,2007,ENG2D1,1034,SNC2D1,1035,PPL2O9,1024B,CHC2D1,2036,AWC2O1,2004,BBI2O1,PB10,CIVCAR,PB11,
"Bren,Nerissa",467190474,MPM2D1,2007,SNC2D1,1036,CIVCAR,PB11,CHC2D1,1061,BBI2O1,PB10,ENG2D1,1059A,ADA2O1,1070,HFN2O1,1014,
"Kaitlyn,Fredra",499766494,SBI3U1,1031,EMPTY,Cafeteria,SPH3U1,1044,HFC3M1,1014,SCH3U1,2023,MCF3M1,PB5,FSF3U1,PB6,ENG3U1,2009,
"Brianna,Aurilia",427171937,MHF4U1,PB4,MDM4U1,2025,AWC3O1,2005,SPARE,Cafeteria,PSK4U1,1061,IDC4UE,PB8,SPH4U1,2044,MCV4U1,PB4,
"Max,Alena",478373275,ENG2D1,1034,HFN2O1,2024A,TGJ2O1,1032,PPL2O9,1024B,MPM2D1,2007,CHC2D1,2036,SNC2D1,1035,CIVCAR,PB11,
"Neely,Bridgette",405487921,HSP3U1,2024A,COP3X#,2001,SPARE,Cafeteria,SCH3U1,1050,SBI3U6,1031,ENG3U1,2008,CLU3M1,1059,MCR3U1,2037,
"Shirlene,Devonne",456602156,MHF4U1,PB4,MCR3U1,PB10,ICS3U1,2038A,SPH3U1,1059,TEJ3M1,1037,ENG3U1,2008,BAF3M1,2024,SCH3U1,1055,
"Irina,Aime",445207442,AMI2O1,1069,SNC2D1,1036,ENG2D1,1034,CHC2D1,2037,MPM2D1,2007,TEJ2O1,1037,SNC2D1,1035,MPM2D1,2007,
"Roobbie,Amy",453833235,SPARE,Cafeteria,SPH3U1,2036,DCO3OC,2028,HSP3U1,2024A,SBI3U6,1031,SCH3U1,2023,CLU3M1,1059,ENG3U1,2009,
"Lynett,Melessa",457458275,PAI1O1,2028,ENG1D1,2035,CGC1D1,2010,AVI1O1,2004,MTH1W1,PB1,SNC1D1,1050,MTH1W1,1036,FSF1P1,2024A,
"Maura,Sarene",498779293,ENG2D1,1034,AWC2O1,2005,CIVCAR,PB11,SNC2D1,1035,PPL2O8,1024B,CHC2P1,PB9,MPM2D1,2007,HPW3C1,PB2,
"Emlynne,Marisa",445191072,ICS4UE,2038A,BAT4M1,1062,SBI4U1,1055,SPARE,Cafeteria,MDM4U1,2025,MCV4U1,PB4,HFA4U1,1014,ENG4U1,2006,
"Mattie,Selma",465474194,MHF4U1,PB4,BBB4M1,2027,HSB4U1,PB9,HZT4U1,1062,BOH4M1,PB9,AWC4M1,2005,HFA4U1,1014,SPARE,Cafeteria,
"Kynthia,Raychel",463778440,MHF4U1,PB2,SCH4U1,2018,SPH4U1,2044,GLE4O1,1060,SBI4U1,1055,ENG4U1,2006,ICS4U1,2038,MCV4U1,PB4,
"Madelene,Leoline",442422126,HFA4U1,1014,BAT4M1,1062,FSF4U1,1060,SBI3U1,1031,SCH3U1,2023,ENG3UE,1063,SPH3U1,2018,MCR3U1,2037,
"Rhody,Briana",423100426,SNC1DG,2011,ENG1DG,1059,CGC1DG,2026,AMI1O4,1069,PPL1O9,1012,FSF1DG,1059,AVI1O1,2004,MTH1WG,2026,
"Nadia,Lynnette",498652300,ENG2D1,1034,AVI2O1,2004,BBI2O1,PB10,FSF2D1,2028,CHC2D1,2036,CIVCAR,PB11,MPM2D1,2008,SNC2D1,1035,
"Gae,Billie",431870088,SPH3U1,1050,PAF3O9,1013,BAF3M1,2024,HFC3M1,1014,SCH3U1,1044,MCR3U1,2037,FSF3U1,PB6,ENG3U1,2009,
"Emyle,Kriste",407499135,CIVCAR,2010,MPM2D1,2008,ADA2O1,1070,PPL2O9,1024B,ICS2O1,2038,CHC2D1,2036,ENG2D1,1034,SNC2D1,1035,
"Bessie,Gunilla",494756938,BAF3M1,2024,MDM4U1,2025,ICS3U1,2038A,HFC3M1,1014,SPH3U1,2018,MCR3U1,2037,SBI3U1,1031,SCH3U1,1055,
